id;date_text;event_ref;context
d50;1 января 1901 г.;1901-01-01;"41 II. ПОДАТИ И ПОВИННОСТИII. ПОДАТИ И ПОВИННОСТИ (Приложением этой статьи служит ведомость № 4.) А. Окладные взыскания По подушной и оброчной податям, по сборам на межевание, на пособие в пожарных случаях и по экономическому капиталу движение было следующее: к 1 января 1900 г. оставалось в недоимке 70 308 руб. 491/2 коп., в отчетном году причислено недоимок 6 819 руб. 38 коп., исключено недоимок 9 047 руб. 58 коп., за причислениями и исключениями причиталось к поступлению в отчетном году недоимок 68 080 руб. 29 коп. и оклада 6 997 руб. В счет платежей в отчетном году поступило по казначействам своей губернии оклада и недоимок 9 999 руб. 391/2 коп., зачтено за поступлением в прежние годы по своей и по другим губерниям оклада 41 руб. 741/2 коп., осталось в недоимке к 1 января 1901 г. всего 65 036 руб. 15 коп. Кроме того, оставалось в недоимке к тому же 1 января налога с недвижимых имуществ и пени с налога 2 483 руб. 94 коп., на отчетный год причислено 728 руб. 87 коп., исключено 538 руб. 19 коп., за причислениями и исключениями причиталось к поступлению недоимок 2 674 руб. 62 коп. и оклада 18 000 руб.; в счет платежей отчетного года поступило по казначействам своей губернии в отчетном году оклада и недоимок 19 280 руб. 14 коп., осталось в недоимках к 1 января 1901 г. 1 394 руб. 48 коп., а также по государственной оброчной подати: оставалось к 1 января 1900 г. недоимок 53 048 руб. 79 коп., по отчетный год причислено 36 руб. 86 коп., исключено 3 руб. 31/2 коп., за причислениями и исключениями причиталось к поступлению недоимок всего 53 082 руб. 611/2 коп. и оклада 351 228 руб. 111/2 коп., в счет платежей отчетного года поступило по казначействам своей губернии в отчетном году оклада и недоимок 335 325 руб. 24 коп., зачтено за поступлением в прежние годы по своей и другим губерниям 695 руб. 47 коп., осталось в недоимках к 1 января 1901 г. 68 289 руб. 52 коп., оброчной платы оставалось в недоимке 43 283 руб. 861/4 коп., причислено 791 руб. 96 коп., исключено 543 руб. 64 коп., за причислениями и исключениями причиталось к поступлению в отчетном году недоимок всего 43 532 руб."
d51;1 января 1900 г.;1900-01-01;"41 II. ПОДАТИ И ПОВИННОСТИII. ПОДАТИ И ПОВИННОСТИ (Приложением этой статьи служит ведомость № 4.) А. Окладные взыскания По подушной и оброчной податям, по сборам на межевание, на пособие в пожарных случаях и по экономическому капиталу движение было следующее: к 1 января 1900 г. оставалось в недоимке 70 308 руб. 491/2 коп., в отчетном году причислено недоимок 6 819 руб. 38 коп., исключено недоимок 9 047 руб. 58 коп., за причислениями и исключениями причиталось к поступлению в отчетном году недоимок 68 080 руб. 29 коп. и оклада 6 997 руб. В счет платежей в отчетном году поступило по казначействам своей губернии оклада и недоимок 9 999 руб. 391/2 коп., зачтено за поступлением в прежние годы по своей и по другим губерниям оклада 41 руб. 741/2 коп., осталось в недоимке к 1 января 1901 г. всего 65 036 руб. 15 коп. Кроме того, оставалось в недоимке к тому же 1 января налога с недвижимых имуществ и пени with налога 2 483 руб. 94 коп., на отчетный год причислено 728 руб. 87 коп., исключено 538 руб. 19 коп., за причислениями и исключениями причиталось к поступлению недоимок 2 674 руб. 62 коп. и оклада 18 000 руб.; в счет платежей отчетного года поступило по казначействам своей губернии в отчетном году оклада и недоимок 19 280 руб. 14 коп., осталось в недоимках к 1 января 1901 г. 1 394 руб. 48 коп., а также по государственной оброчной подати: оставалось к 1 января 1900 г. недоимок 53 048 руб. 79 коп., по отчетный год причислено 36 руб. 86 коп., исключено 3 руб. 31/2 коп., за причислениями и исключениями причиталось к поступлению недоимок всего 53 082 руб. 611/2 коп. и оклада 351 228 руб. 111/2 коп., в счет платежей отчетного года поступило по казначействам своей губернии в отчетном году оклада и недоимок 335 325 руб. 24 коп., зачтено за поступлением в прежние годы по своей и другим губерниям 695 руб. 47 коп., осталось в недоимках к 1 января 1901 г. 68 289 руб. 52 коп., оброчной платы оставалось в недоимке 43 283 руб. 861/4 коп., причислено 791 руб. 96 коп., исключено 543 руб. 64 коп., за причислениями и исключениями причиталось к поступлению в отчетном году недоимок всего 43 532 руб."
id;date_text;event_ref;context
d52;1 января 1901 г.;1901-01-01;"41 II. ПОДАТИ И ПОВИННОСТИ... осталось в недоимках к 1 января 1901 г. 68 289 руб. 52 коп."
d53;1 января 1901 г.;1901-01-01;"42 ...осталось в недоимках к 1 января 1901 г. 42 913 руб. 691/4 коп."
d54;1 января 1900 г.;1900-01-01;"42 ...оставалось в недоимке к 1 января 1900 г. 616 руб. 79 коп."
d55;1 января 1901 г.;1901-01-01;"42 ...осталось в недоимках к 1 января 1901 г. 715 руб. 87 коп."
d56;1 января 1900 г.;1900-01-01;"42 Б. Земкие сборы Губернских земских сборов к 1 января 1900 г. оставалось в недоимке 78 626 руб."
d57;1 января 1901 г.;1901-01-01;"42 ...осталось в недоимках к 1 января 1901 г. 126 772 руб. 191/4 коп."
d58;1 января 1900 г.;1900-01-01;"42 Частных земских повинностей к 1 января 1900 г. оставалось в недоимке 4 834 руб. 85 1/4 коп."
d59;1 января 1901 г.;1901-01-01;"42 ...осталось в недоимках к 1 января 1901 г. 4 548 руб. 10 3/4 коп."
d60;1 января 1900 г.;1900-01-01;"42 ясачного сбора с кочевых и бродячих инородцев в уездах к 1 января 1900 г. числилось недоимок 3 564 руб. 97 коп."
d61;1 января 1901 г.;1901-01-01;"43 ...осталось в недоимках к 1 января 1901 г. 4 209 руб. 64 коп."
d62;1900 г.;1900;"43 Вообще же по всем вышеперечисленным податям и земским сборам... причиталось в 1900 г. к поступлению..."
d63;1 января 1901 г.;1901-01-01;"43 ...осталось в недоимке к 1 января 1901 г. 313 879 руб. 651/4 коп."
d64;1900 год;1900;"43 В. О казенных доходах и расходах по казначействам Енисейской губернии за 1900 год"
d65;1900 г.;1900;"43 Всех казенных доходов в 1900 г. поступило 3 428 905 руб. 43 коп."
d66;1900 г.;1900;"43 Казенных расходов произведено в 1900 г. 2 973 180 руб. 17 коп."
d67;1900 г.;1900;44 ...В Енисейской губернии было отбыто в 1900 г. обывателями денежных повинностей.
d68;1 января 1874 г.;1874-01-01;З. Воинская повинность Воинская повинность отбывалась населением на основании Высочайше утвержденного Положения 1 января 1874 г.
d69;30 мая 1874 г.;1874-05-30;"50 ...семейство которых состоит только из жены и детей (цирк. Мин. вн. дел. 30 мая 1874 г. № 32) — 8"
d70;1900 г.;1900;"52 ...Зачислено в запас из лиц, не внесенных в призывные списки 1900 г. — 1."
d71;1900 г.;1900;"54 ...В районе Енисейской губернии в 1900 г. было постоянных учреждений..."
d72;1900 г.;1900;"54 Протяжение телеграфных линий: а) в 1900 г. на главной сибирской линии в пределах Енисейской губернии..."
d73;1 января 1901 г.;1901-01-01;"55 ...Протяжение линии красноярской телефонной сети состояло: к 1 января 1901 г. линии 17,55 верст..."
d74;1900 г.;1900;55 ...По р. Ангаре пароходы «Енисей» и «Игнатий» в 1900 г. не рейсировали ;
d75;1900 г.;1900;56 ...движение пароходов ... по случаю мелководья в 1900 г. р. Чулыма прекратилось;
d76;1882 г.;1882;56 На устраиваемом по ВЫСОЧАЙШЕМУ повелению, последовавшему в 27 день июля 1882 г.
d77;1 января 1900 г.;1900-01-01;56 По сооружению Обь-Енисейского водного пути за время с 1 января 1900 г. по 1 января 1901 г.
d78;1 января 1901 г.;1901-01-01;56 По сооружению Обь-Енисейского водного пути за время с 1 января 1900 г. по 1 января 1901 г.
d79;1 января 1900 г.;1900-01-01;56 К 1 января 1900 г. на работах состояло рабочих 248 чел.
d80;1 января 1901 г.;1901-01-01;56 из которых к 1 января 1901 г. осталось 329 чел.
d81;1900 г.;1900;57 Работы в 1900 г. по улучшению судоходных условий р. Ангары прекращены
d82;1 января 1899 г.;1899-01-01;57 фактически уже к 1 января 1899 г.
d83;1898 г.;1898;57 а казенное судоходство по названной реке закончилось с навигацией 1898 г.
d84;1 января 1900 г.;1900-01-01;57 контора заведывающего работами по р. Ангаре была переведена к 1 января 1900 г. в С.-Петербург
d85;1900 г.;1900;58 Всех ссыльных в Енисейской губернии... в течение 1900 г. ссыльных поступило в губернию 397 муж. и 16 жен.
d86;1900 г.;1900;59 В 1900 г. поступило 16 365 муж., 2 279 жен. [арестантов]
d87;1 января 1901 г.;1901-01-01;59 К 1 января 1901 г. осталось подсудимых...
d88;1885 г.;1885;60 Пересыльная тюрьма хотя выстроена в 1885 г.
d89;1885 г.;1885;61 дом для которого построен в 1885 г. на средства тюремного комитета
d90;1 января 1900 г.;1900-01-01;61 В комитете К 1 января 1900 г. оставалось 12 965 руб. 16 коп.
d91;1900 г.;1900;61 В 1900 г. поступило всего казенных и частных 54 299 руб. 52 коп.
d92;1900 г.;1900;61 В 1900 г. израсходовано 55 323 руб. 91 коп.
d93;1 января 1901 г.;1901-01-01;61 Осталось к 1 января 1901 г. 11 938 руб. 77 коп.
d94;1 января 1900 г.;1900-01-01;62 В четырех отделениях К 1 января 1900 г. оставалось 15 658 руб. 891/4 коп.
d95;1900 г.;1900;62 В 1900 г. поступило всего казенных и частных 34 965 руб. 711/2 коп.
d96;1900 г.;1900;62 В 1900 г. израсходовано 38 689 руб. 57 коп.
d97;1 января 1901 г.;1901-01-01;62 Осталось к 1 января 1901 г. 11 935 руб. 33/4 коп.
d98;1 января 1900 г.;1900-01-01;62 к 1 января 1900 г. оставалось [поселенческого капитала]
d99;1 января 1901 г.;1901-01-01;62 так что наличный капитал комитета с отделениями должен считаться к 1901 г. [d99]
d100;1901 г.;1901;62 так что наличный капитал комитета с отделениями должен считаться к 1901 г. [d100]
id;date_text;event_ref;context
d101;1 января 1900 г.;1900-01-01;"62 В четырех отделениях К 1 января 1900 г. оставалось 15 658 руб. 891/4 коп. В 1900 г. поступило всего казенных и частных 34 965 руб. 711/2 коп. В 1900 г. израсходовано 38 689 руб. 57 коп. Осталось к 1 января 1901 г. 11 935 руб. 33/4 коп. В том числе комитет и его отделения имели в долгах: к 1 января 1900 г. 14 620 руб. 931/2 коп., а к 1 января 1901 г. долга состоит 11 161 руб. 87 коп., так что наличный капитал комитета с отделениями должен считаться к 1901 г. в сумме 12 711 руб. 93 3/4 коп. Расходы были следующие: на содержание наличного состава служащих и канцелярские потребности 24 048 руб. 67 коп.; 2) на содержание арестантов и тюремных учреждений 59 174 руб. 30 коп. и 3) на содержание приюта арестантских детей в г. Красноярске, пособия посторонним учреждениям и лицам, уплату долгов, недоимок, начетов и проч. 6 611 руб. 60 коп., на содержание кирпичноделательного завода при Красноярском тюремном замке 2 942 руб. 13 коп. и на содержание ассенизационного обоза при той же тюрьме 1 238 руб. 78 коп., а всего 94 015 руб. 48 коп. Движение сумм экономического поселенческого капитала в течение отчетного года было следующее: к 1 января 1900 г. оставалось: а) наличными деньгами 89 руб. 191/2 коп. и б) один билет 5 % с выигрышами займа Дворянского земельного банка в 100 руб., итого 189 руб. 191/2 коп. В течение отчетного года поступило: 1) с поселенцев 15 коп. сбора на основании 384 и 389 ст. ХIV т. уст. о ссыльн . — 1 550 руб. 1 коп.; 2) с золотопромышленников на основании 332 ст. XIV т. уст. о ссыльн . и 63 ст. правил о найме рабочих на частные золотые промысла за поселенцев, бывших у них на приисках, в экономический капитал по 1 руб. 50 коп. и на устройство оседлости по 1 руб. за каждого рабочего — 5 233 руб. 17 коп.; 3) деньги, оставшиеся после умерших ссыльных и вырученные чрез продажу их имущества, на основании 431 ст. XIV т. уст. о ссыльн ., 574 руб. 48 коп., тоже 1 билет 2 внутреннего 5 % с выигрышами займа № 46 — 100 руб.; 4) оставшиеся не выданными в пособие ссыльных за смертью их и по другим причинам — 849 руб. 41/2 коп.; 5) в возврат ссуд, выданных"
d102;1899 г.;1899;"63 в 1899 г. ссыльным на посев хлебов, — 1 059 руб. 6 коп.; 6) % по билету за № 46 — 16 руб. 42 коп. Итого в приходе 9 382 руб. 471/2 коп., а с остатком — 9 571 руб. 67 коп. За то же время израсходовано: 1) выдано в пособие на пропитание поселенцам, подлежащим, на основании 395, 396 и 397 ст. XIV т. уст. о ссыльных, призрению в богадельне — 8 441 руб. 79 коп.; 2) уплачено врачебному отделению Енисейского губернского управления за призрение ссыльных в богадельне общественного призрения 753 руб. 51 коп.; 3) возвращено разным лицам за похороны ссыльнопоселенцев 49 руб. 71 коп.; 4) выдано на воспитание детей ссыльных 12 руб.; 5) возвращены как неправильно поступившие в экономический поселенческий капитал 95 коп.; 6) перечислено в губернский земский сбор за отправку в г. Самару для лечения от водобоязни поселенца Вахуркина 19 руб.; 7) употреблено на застрахование билета за № 46 — 3 руб. 15 коп., итого в расходе 9280 руб. 11 коп. Затем к 1 января 1901 г. осталось: а) наличными деньгами 91 руб. 56 коп.; б) один билет 5 % с выигрышами займа Дворянского земельного банка 100 руб.; в) один билет 2-го внутреннего с выигрышами займа 100 руб. Итого 291 руб. 56 коп. Ж. Пожары (Приложением к этой статье служит ведомость № 6.) В течение отчетного года было в губернии пожаров 510; более предыдущего года на 103; причиненный ими убыток простирался до 107 863 руб. 25 коп., менее предшествовавшего года на 138 756 руб. 75 коп. Жертвами пожаров большею частью были овины с хлебом и надворные постройки. IV.IV. НАРОДНОЕ ЗДРАВИЕ НАРОДНОЕ ЗДРАВИЕ И ОБЩЕСТВЕННОЕ ПРИЗРЕНИЕИ ОБЩЕСТВЕННОЕ ПРИЗРЕНИЕ А. Врачи Всех врачей по Енисейской губернии военного и гражданского ведомств в 1900 г. состояло 59 и ветеринаров 10. Распределение их по городам было следующее: в Красноярске — 17"
d103;1 января 1901 г.;1901-01-01;"63 в 1899 г. ссыльным на посев хлебов, — 1 059 руб. 6 коп.; 6) % по билету за № 46 — 16 руб. 42 коп. Итого в приходе 9 382 руб. 471/2 коп., а с остатком — 9 571 руб. 67 коп. За то же время израсходовано: 1) выдано в пособие на пропитание поселенцам, подлежащим, на основании 395, 396 и 397 ст. XIV т. уст. о ссыльных, призрению в богадельне — 8 441 руб. 79 коп.; 2) уплачено врачебному отделению Енисейского губернского управления за призрение ссыльных в богадельне общественного призрения 753 руб. 51 коп.; 3) возвращено разным лицам за похороны ссыльнопоселенцев 49 руб. 71 коп.; 4) выдано на воспитание детей ссыльных 12 руб.; 5) возвращены как неправильно поступившие в экономический поселенческий капитал 95 коп.; 6) перечислено в губернский земский сбор за отправку в г. Самару для лечения от водобоязни поселенца Вахуркина 19 руб.; 7) употреблено на застрахование билета за № 46 — 3 руб. 15 коп., итого в расходе 9280 руб. 11 коп. Затем к 1 января 1901 г. осталось: а) наличными деньгами 91 руб. 56 коп.; б) один билет 5 % с выигрышами займа Дворянского земельного банка 100 руб.; в) один билет 2-го внутреннего с выигрышами займа 100 руб. Итого 291 руб. 56 коп. Ж. Пожары (Приложением к этой статье служит ведомость № 6.) В течение отчетного года было в губернии пожаров 510; более предыдущего года на 103; причиненный ими убыток простирался до 107 863 руб. 25 коп., менее предшествовавшего года на 138 756 руб. 75 коп. Жертвами пожаров большею частью были овины с хлебом и надворные постройки. IV.IV. НАРОДНОЕ ЗДРАВИЕ НАРОДНОЕ ЗДРАВИЕ И ОБЩЕСТВЕННОЕ ПРИЗРЕНИЕИ ОБЩЕСТВЕННОЕ ПРИЗРЕНИЕ А. Врачи Всех врачей по Енисейской губернии военного и гражданского ведомств в 1900 г. состояло 59 и ветеринаров 10. Распределение их по городам было следующее: в Красноярске — 17"
d104;1900 г.;1900;"63 в 1899 г. ссыльным на посев хлебов, — 1 059 руб. 6 коп.; 6) % по билету за № 46 — 16 руб. 42 коп. Итого в приходе 9 382 руб. 471/2 коп., а с остатком — 9 571 руб. 67 коп. За то же время израсходовано: 1) выдано в пособие на пропитание поселенцам, подлежащим, на основании 395, 396 и 397 ст. XIV т. уст. о ссыльных, призрению в богадельне — 8 441 руб. 79 коп.; 2) уплачено врачебному отделению Енисейского губернского управления за призрение ссыльных в богадельне общественного призрения 753 руб. 51 коп.; 3) возвращено разным лицам за похороны ссыльнопоселенцев 49 руб. 71 коп.; 4) выдано на воспитание детей ссыльных 12 руб.; 5) возвращены как неправильно поступившие в экономический поселенческий капитал 95 коп.; 6) перечислено в губернский земский сбор за отправку в г. Самару для лечения от водобоязни поселенца Вахуркина 19 руб.; 7) употреблено на застрахование билета за № 46 — 3 руб. 15 коп., итого в расходе 9280 руб. 11 коп. Затем к 1 января 1901 г. осталось: а) наличными деньгами 91 руб. 56 коп.; б) один билет 5 % с выигрышами займа Дворянского земельного банка 100 руб.; в) один билет 2-го внутреннего с выигрышами займа 100 руб. Итого 291 руб. 56 коп. Ж. Пожары (Приложением к этой статье служит ведомость № 6.) В течение отчетного года было в губернии пожаров 510; более предыдущего года на 103; причиненный ими убыток простирался до 107 863 руб. 25 коп., менее предшествовавшего года на 138 756 руб. 75 коп. Жертвами пожаров большею частью были овины с хлебом и надворные постройки. IV.IV. НАРОДНОЕ ЗДРАВИЕ НАРОДНОЕ ЗДРАВИЕ И ОБЩЕСТВЕННОЕ ПРИЗРЕНИЕИ ОБЩЕСТВЕННОЕ ПРИЗРЕНИЕ А. Врачи Всех врачей по Енисейской губернии военного и гражданского ведомств в 1900 г. состояло 59 и ветеринаров 10. Распределение их по городам было следующее: в Красноярске — 17"
d105;1900 г.;1900;"64 и 3 ветеринарных, Енисейске — 5 и 3 ветеринарных, Канске — 5 и 1 ветеринарный, Ачинске — 3 и 1 ветеринарный, Минусинске — 2 и 1 ветеринарный и Туруханске — 1 врач; в уездах: Красноярском — 3 врача, Енисейском — 5, Ачинском — 5, Канском — 5, Минусинском — 7 и Усинском крае — 1 и 1 ветеринарный. Из этого числа при врачебном отделении 3; городовых 2 (в Красноярске и Енисейске ); в других городах губернии городовых врачей нет: больничных 7, училищных 2, тюремных 1, военных 3, железнодорожных 3, переселенческих 2, городских 4 по приглашению думы, участковых 24, на золотых промыслах 2 и вольнопрактикующих в городах 8, ветеринаров 10. Б. Аптеки В 1900 г. по Енисейской губернии во всех городах, кроме заштатного города Туруханска, имелось 9 аптек: из них нормальных 5 и сельских 4. Нормальные: в Красноярске 2, Енисейске , Ачинске и Минусинске по 1. Сельские : в г. Канске, с. Рыбинском Канского уезда, с. Абаканском Минусинского уезда и с. Балахтинском Ачинского уезда. Общий оборот аптек и число поступивших в них рецептов был следующий:"
d106;1899 г.;1899;"65 В. Оспопрививание Описанная в минувшем году система вознаграждения оспопрививателей по 10 коп. за каждое привитие продолжала существовать и в отчетном году; вследствие увеличения числа оспопрививателей и количество привитых детей значительно увеличилось, так, число привитых равняется уже 28 478; в 1899 г. оно достигало только до 21 634. Несмотря однако же на значительное увеличение числа привитых оспою детей, случаи заболевания натуральною оспою все-таки появлялись, но, благодаря именно усиленному привитию, не имели эпидемического характера, а ограничились теми селениями, куда заносилась болезнь вновь прибывающими новоселами. Большее число заболеваний натуральной оспою падает на Ачинский и Минусинский уезды, в первом было 135 заболеваний с 9 смертными случаями, а во втором — 280 с 16 смертными случаями. Г. Больницы и дома умалишенных Во всех городах Енисейской губернии имеют городские больницы ведомства общественного призрения , а именно: в г. Красноярске на 125, Енисейске на 45, Канске на 40, Ачинске и Минусинске на 35 кроватей каждая, а всего 280 кроватей в губернии для всего гражданского населения, равного 640 835 чел., такое количество кроватей далеко не может почитаться достаточным для губернии. Все больницы помещаются в собственных зданиях: в Красноярске — каменном, а прочие — в новых деревянных. При Красноярской больнице состоит единственный для всей губернии дом умалишенных на 20 кроватей. Но больных бывает всегда вдвое и более против положенного числа кроватей. Больные в настоящее время размещены: женщины в довольно просторном, заново отремонтированном отдельном деревянном корпусе; мужчины в отдельном двухэтажном каменном флигеле , находящемся на главном дворе богоугодных заведений (где прежде помещались женское и родовспомогательное отделения). Это помещение для психических больных мужчин тесно и мало удобно, за неимением достаточного места для гулянья больных, а также и ввиду того, что находится на меже с частным домом — что беспокойно как для"
d107;1900 г.;1900;"66 призреваемых , так и для соседей-жильцов. Прежние помещения для душевнобольных пришли в совершенную ветхость и за невозможностию их ремонтировать совершенно закрыты и надобностям больницы служить не могут. При доме умалишенных не имеется врача-психиатра, и поэтому призрение и врачевание больных не может быть вполне удовлетворительным. Общее число содержащихся в дом умалишенных в 1900 г. было 169, из них умерло 26 человек. Дело призрения душевнобольных находится в очень неудовлетворительном состоянии. В г. Красноярске и Канске имеются военные лазареты; в других же городах губернии заболевшие нижние воинские чины помещаются в больницы общественного призрения . В Красноярске, Енисейске , Ачинске и Минусинске функционировали городские амбулаторные лечебницы, обставленные весьма хорошо, и в них, кроме подачи медицинского совета, больные снабжаются бесплатно медикаментами. При Красноярской лечебнице имеется хирургический барак на 8 кроватей, очень хорошо обставленный, где оказывается помощь бедным больным бесплатно. В нем получили пособие 92 больных, которым было сделано 112 операций. Для проходящих переселенцев в г. Ачинске и ст. Ольгинской имеются больнички с постоянными кроватями и содержанием на средства специального фонда вспомогательных предприятий Сибирской железной дороги. В Туруханском крае больные пользуются бесплатным лекарством от врача так же, как и сельское население в прочих уездах губернии. В существующей при обществе врачей в г. Красноярске женской фельдшерской школе находилось 67 учениц; из которых окончили курс и получили звание фельдшериц 20. Число пользованных в городских больницах в отчетном году было следующее:"
d108;1900 г.;1900;Сельское население губернии пользовалось даровыми лекарствами из имеющихся на 15 фельдшерских пунктах сельских аптечек, а приисковые рабочие — из частных аптек золотопромышленников. Аптеки и аптекарские магазины в отчетном году были обревизованы все, и никаких злоупотреблений или нарушений правил аптекарского устава не обнаружено. Д. Эпидемии и эпизоотии В 1900 г. преобладающими заразными эпидемическими болезнями в Енисейской губернии были: грипп 4 060, коклюш 1 716, брюшной тиф 2 216, дизентерия 554, скарлатина 793, корь 238 и др . Всех больных острозаразными болезнями было 14 140 с 318 смертными случаями. Наибольшая заболеваемость означенными болезнями наблюдалась
d109;1899 г.;1899;"68 в Минусинском и Ачинском уездах, а наименьшая — в Канском и Енисейском. Во 2-м участке Канского уезда был занесен новоселами сыпной тиф, который однако же ограничился одним только селением. Больных этим тифом было всего 27 человек с 2 смертными случаями. В 3-м участке Енисейского уезда продолжал существовать оставшийся еще от прошлого 1899 г. брюшной тиф почти в течение всего года; всех больных этою болезнею в участке зарегистрировано 296 чел . с 15 смертными случаями. В отчетном году на домашних животных существовали следующие болезни: сибирская язва, оспа овец, эмфизематозный карбункул, чесотка, лишай, мокнущий лишай, сап, дифтерит и бешенство. Этими болезнями заболело в 54 пунктах с оставшимися от предыдущего года всего 1 133 головы, из них выздоровело 633, пало и убито 525. В числе заболевших животных было 259 лошадей, 368 голов крупного рогатого скота, 499 овец и 7 свиней. Е. Насильственные и случайные смерти (Приложением к этой статье служит ведомость № 7.) Смертоубийств в отчетном году в Енисейской губернии было 123, а жертвами — муж. 105 и жен . 18; самоубийц — муж. 58, жен . 11; скоропостижно умерших — муж. 107 и жен . 18; найдено мертвых тел — муж. 28, жен . 7; жертвами случайной смерти — муж. 259, жен . 24; всего же от неестественной смерти умерло 537 муж. и 84 жен . Ж. Богадельни и другие благотворительные учреждения На счет бывшего Енисейского приказа общественного призрения , кроме 5 городовых больниц, содержалось в Красноярске: а) богадельня на 20 кроватей и 29 запасных для лиц разного звания, в которой содержалось 23 муж., 8 жен ., и богадельня для инвалидов на 20 же кроватей, в которой никто не призревался и б) родовспомогательное отделение с приютом для детей, по 6 кроватей для рожениц и детей, на содержание которых вместе с Красноярскою городскою"
d110;1875 г.;1875;"69 больницею израсходовано 34 298 руб. 61 коп.; на уездные же больницы израсходовано: в Енисейске — 6271 руб. 42 коп.; Канске — 7 486 руб. 54 коп., Ачинске — 5 540 руб. 41 коп. и Минусинске — 5 586 руб. 161/2 коп. В красноярской Щеголевской богадельне, учрежденной в 1875 г., в течение отчетного года средним числом содержалось 60 чел. разного звания лиц бедных и престарелых; содержание их обошлось в 4 167 руб. 68 коп. Богадельня эта содержится на проценты с основного капитала всего 124 000 руб., пожертвованного Т. П. Щеголевой и И. С. Токаревой . В 1874 г. в Красноярске учреждено Синельниковское общество благотворителей и попечения сирот по уставу, утвержденному 24 мая 1875 г. министром внутренних дел. По уставу, утвержденному управляющим Министерством внутренних дел 7 июля 1884 г., открыто в г. Красноярске общество попечения о начальном образовании. В 1885 г. открыта городскою думою бесплатная лечебница для приходящих, помещающаяся с 1888 г. в собственном каменном доме, устроенном на пожертвованный почетным гражданином Л. П. Кузнецовым капитал. При лечебнице имеется Александровский хирургический барак. Заведения эти находятся в заведовании общества врачей. 12 февраля 1899 г. в г. Красноярске открыт общественный музей и библиотека, 14 января 1882 г. открыт при Красноярской городской управе ломбард по уставу, утвержденному г. министром внутренних дел 13 сентября 1898 г.; ломбард помещается в здании городской управы. В декабре 1898 г. открыта городскою думою общественная чайная, которая помещается на базарной площади. В г. Енисейске существует одна богадельня приблизительно на 25 чел., содержится на средства города; призреваются в ней престарелые мещане. В г. Ачинске на средства городского общества содержится богадельня и ночлежный дом; в первой призревалось до 15 чел. муж. и 10 жен., а во второй — правильной организации не имелось. В г. Канске для бедных престарелых жителей содержится на счет городских средств особый для их приюта дом. Сельских богаделен 14, именно: одна в Красноярском уезде в селе Кекурском Нахвальской волости, где отведено деревянное здание для"
d111;1874 г.;1874;"69 больницею израсходовано 34 298 руб. 61 коп.; на уездные же больницы израсходовано: в Енисейске — 6271 руб. 42 коп.; Канске — 7 486 руб. 54 коп., Ачинске — 5 540 руб. 41 коп. и Минусинске — 5 586 руб. 161/2 коп. В красноярской Щеголевской богадельне, учрежденной в 1875 г., в течение отчетного года средним числом содержалось 60 чел. разного звания лиц бедных и престарелых; содержание их обошлось в 4 167 руб. 68 коп. Богадельня эта содержится на проценты с основного капитала всего 124 000 руб., пожертвованного Т. П. Щеголевой и И. С. Токаревой . В 1874 г. в Красноярске учреждено Синельниковское общество благотворителей и попечения сирот по уставу, утвержденному 24 мая 1875 г. министром внутренних дел. По уставу, утвержденному управляющим Министерством внутренних дел 7 июля 1884 г., открыто в г. Красноярске общество попечения о начальном образовании. В 1885 г. открыта городскою думою бесплатная лечебница для приходящих, помещающаяся с 1888 г. в собственном каменном доме, устроенном на пожертвованный почетным гражданином Л. П. Кузнецовым капитал. При лечебнице имеется Александровский хирургический барак. Заведения эти находятся в заведовании общества врачей. 12 февраля 1899 г. в г. Красноярске открыт общественный музей и библиотека, 14 января 1882 г. открыт при Красноярской городской управе ломбард по уставу, утвержденному г. министром внутренних дел 13 сентября 1898 г.; ломбард помещается в здании городской управы. В декабре 1898 г. открыта городскою думою общественная чайная, которая помещается на базарной площади. В г. Енисейске существует одна богадельня приблизительно на 25 чел., содержится на средства города; призреваются в ней престарелые мещане. В г. Ачинске на средства городского общества содержится богадельня и ночлежный дом; в первой призревалось до 15 чел. муж. и 10 жен., а во второй — правильной организации не имелось. В г. Канске для бедных престарелых жителей содержится на счет городских средств особый для их приюта дом. Сельских богаделен 14, именно: одна в Красноярском уезде в селе Кекурском Нахвальской волости, где отведено деревянное здание для"
